file_path,obj_label,x_min,y_min,e1,e2,x_max,y_max,e3,e4
threat_items_dataset/bag_1408_rf_b37253c3ffcef156fe651195a4351687.jpg,BLADE,0.3953125,0.540625,,,0.5265625,0.6921875,,
threat_items_dataset/bag_0489_rf_b1d7ecfbcb10ebdf28a6f30e7ebf12a0.jpg,GUN,0.2875,0.0265625,,,0.7421875,0.5609375,,
threat_items_dataset/bag_1071_rf_4789a985429613a55a238f96bfe34cd3.jpg,BLADE,0.1671875,0.0015625,,,0.584375,0.115625,,
threat_items_dataset/bag_1081_rf_924bd9b8666426a5523e9556a5bbd97c.jpg,BLADE,0.3640625,0.0015625,,,0.596875,0.1546875,,
threat_items_dataset/bag_0025_rf_1a53165a6414ebaa34550f34e8d28307.jpg,SHURIKEN,0.646875,0.4234375,,,0.709375,0.665625,,
threat_items_dataset/bag_0592_rf_4f4529b5e7194f6d643293c41a7293c3.jpg,GUN,0.3609375,0.61875,,,0.725,0.921875,,
threat_items_dataset/bag_0833_rf_48dbedca899f0e62db0aed3eb8236c3c.jpg,BLADE,0.1953125,0.4109375,,,0.315625,0.559375,,
threat_items_dataset/bag_0026_rf_ef31bb088cb02a49cdc0a75ca3bcf41f.jpg,SHURIKEN,0.29375,0.4078125,,,0.359375,0.6453125,,
threat_items_dataset/bag_0174_rf_09798994a07fc3b73cc0244bbf5d5c43.jpg,GUN,0.403125,0.1390625,,,0.684375,0.5515625,,
threat_items_dataset/bag_0163_rf_5fccea6653b51e2e5883c16cfc643754.jpg,KNIFE,0.2828125,0.8109375,,,0.5203125,0.9609375,,
threat_items_dataset/bag_0928_rf_edc93375b442fd659dd33df6262c217c.jpg,BLADE,0.321875,0.25,,,0.4453125,0.4390625,,
threat_items_dataset/bag_1094_rf_6e4ab4bd1b4a87142b4dcc6757fd6292.jpg,SHURIKEN,0.428125,0.0015625,,,0.521875,0.1015625,,
threat_items_dataset/bag_0168_rf_b34628195d3416ec105e9ae5ee1bbf16.jpg,KNIFE,0.765625,0.85,,,0.9984375,0.971875,,
threat_items_dataset/bag_0162_rf_869bc607df649d66306fc948c8a8119e.jpg,KNIFE,0.265625,0.046875,,,0.5546875,0.19375,,
threat_items_dataset/bag_1191_rf_50def33949db1b7a16cce8e34543715b.jpg,BLADE,0.24375,0.0015625,,,0.7453125,0.7328125,,
threat_items_dataset/bag_0553_rf_368c86f0df371d4a7e5ffe17410118c3.jpg,GUN,0.3046875,0.4390625,,,0.659375,0.9765625,,
threat_items_dataset/bag_0446_rf_5f47547196676ca487b9d33f0fd5a253.jpg,BLADE,0.359375,0.396875,,,0.5234375,0.646875,,
threat_items_dataset/bag_0410_rf_2afa42f67f9a85ea747c0fe3cbfa6985.jpg,SHURIKEN,0.2984375,0.396875,,,0.3484375,0.5890625,,
threat_items_dataset/bag_0087_rf_fc3981d4c95f576bd924081faa5c350f.jpg,KNIFE,0.3,0.096875,,,0.640625,0.25625,,
threat_items_dataset/bag_0975_rf_41801d2090dacc0b2922ecc80ce32ef7.jpg,BLADE,0.5484375,0.303125,,,0.7515625,0.465625,,
threat_items_dataset/bag_0453_1__rf_259d0c54e53fd85ef95894b591cf8d4d.jpg,GUN,0.1109375,0.6171875,,,0.634375,0.896875,,
threat_items_dataset/bag_0173_rf_8d61793a1f07427f369a3e854cf43eab.jpg,KNIFE,0.425,0.8515625,,,0.725,1.0015625,,
threat_items_dataset/bag_1121_rf_10061d085422aba5f7198053633802c4.jpg,BLADE,0.1859375,0.0015625,,,0.7140625,0.9859375,,
threat_items_dataset/bag_0488_rf_cf9b8026fabbcfd35642319404083593.jpg,GUN,0.2671875,0.440625,,,0.7203125,0.9796875,,
threat_items_dataset/bag_0410_rf_10a0e30ecf0db2adca86389b9656a820.jpg,SHURIKEN,0.6546875,0.396875,,,0.7046875,0.5890625,,
threat_items_dataset/bag_0488_rf_7a2d66a2970a8f5a9756a2115bf7ae4a.jpg,SHURIKEN,0.4078125,0.5828125,,,0.675,0.9203125,,
threat_items_dataset/bag_0403_rf_35bfab12de0313f77f22ae21f5af44fd.jpg,SHURIKEN,0.65,0.3140625,,,0.715625,0.55,,
threat_items_dataset/bag_0488_rf_7a2d66a2970a8f5a9756a2115bf7ae4a.jpg,KNIFE,0.2515625,0.3890625,,,0.3703125,0.91875,,
threat_items_dataset/bag_0168_rf_b4e34b6fc9175aecfca5a0d33206ac9b.jpg,KNIFE,0.0046875,0.85,,,0.2375,0.971875,,
threat_items_dataset/bag_0091_rf_8afac5dc13bb2f577b6a1eec2c239963.jpg,GUN,0.471875,0.3734375,,,0.8421875,0.81875,,
threat_items_dataset/bag_0170_rf_a2a1286a03d2c0cab8cf9fe40c9bf3ff.jpg,KNIFE,0.315625,0.8203125,,,0.5578125,0.9671875,,
threat_items_dataset/bag_0458_1__rf_fef28c461c4ff6d7051c5091fc3187fe.jpg,GUN,0.35625,0.59375,,,0.765625,0.953125,,
threat_items_dataset/bag_0174_rf_f9c496b21a2eef66f0741e59f14115a0.jpg,GUN,0.31875,0.4515625,,,0.6,0.8640625,,
threat_items_dataset/bag_0744_rf_409cfdea22e76df4624bd562ee401746.jpg,SHURIKEN,0.565625,0.49375,,,0.728125,0.865625,,
threat_items_dataset/bag_0555_rf_9cfb005f1b9a6bc2dd82233c4012b1d0.jpg,SHURIKEN,0.4984375,0.1140625,,,0.6703125,0.4171875,,
threat_items_dataset/bag_1080_rf_4a18fff851fa390bdb57431ef4976e07.jpg,BLADE,0.3015625,0.0015625,,,0.6171875,0.2484375,,
threat_items_dataset/bag_0950_rf_5dcc80ea8e2874ca1da341e4c9705356.jpg,BLADE,0.1625,0.428125,,,0.2671875,0.553125,,
threat_items_dataset/bag_0978_rf_b6bf9346f4051565d74f7a53b840633a.jpg,BLADE,0.3609375,0.546875,,,0.496875,0.696875,,
threat_items_dataset/bag_0024_rf_531b24a60684ac3e757c2b6ac7b3f622.jpg,SHURIKEN,0.2921875,0.3265625,,,0.3578125,0.5640625,,
threat_items_dataset/bag_0174_rf_347bfc9541dc3a79a6b3ac5557ce1165.jpg,KNIFE,0.290625,0.8046875,,,0.596875,0.9859375,,
threat_items_dataset/bag_0457_1__rf_1bcd1f0fe0166091e5735797b9dac6e8.jpg,GUN,0.3546875,0.5890625,,,0.771875,0.953125,,
threat_items_dataset/bag_0443_rf_bbef1410102f4115a3dbb713e54c4255.jpg,BLADE,0.359375,0.45625,,,0.5046875,0.7109375,,
threat_items_dataset/bag_0164_rf_56303b95566f8b112236dc71f8f435f4.jpg,GUN,0.4203125,0.3296875,,,0.7953125,0.790625,,
threat_items_dataset/bag_1086_rf_89ce9a894aa8531acb15514b46bbc881.jpg,BLADE,0.184375,0.0015625,,,0.625,0.69375,,
threat_items_dataset/bag_0488_rf_cf9b8026fabbcfd35642319404083593.jpg,KNIFE,0.2515625,0.084375,,,0.3703125,0.6140625,,
threat_items_dataset/bag_0440_rf_4873b0cca6fd0d48c2143ae71998bc06.jpg,BLADE,0.31875,0.3453125,,,0.4671875,0.559375,,
threat_items_dataset/bag_0087_rf_ab13cf5a2d776af4ba02453c65958a94.jpg,GUN,0.4171875,0.240625,,,0.7921875,0.684375,,
threat_items_dataset/bag_0592_rf_4f4529b5e7194f6d643293c41a7293c3.jpg,KNIFE,0.2484375,0.2609375,,,0.3359375,0.6625,,
threat_items_dataset/bag_0175_rf_f92a70bb5dcccd84fd53524778e54608.jpg,GUN,0.2359375,0.13125,,,0.54375,0.55,,
threat_items_dataset/bag_0743_rf_da2e8b9cac6c040200530f56e3a58b03.jpg,SHURIKEN,0.5703125,0.4890625,,,0.7359375,0.8671875,,
threat_items_dataset/bag_0782_rf_68cec212c032bc04aa9890642b994568.jpg,SHURIKEN,0.2875,0.134375,,,0.440625,0.5078125,,
threat_items_dataset/bag_0552_rf_8c6e21915678ed4ec4bd06c29356f412.jpg,KNIFE,0.6125,0.0578125,,,0.7421875,0.621875,,
threat_items_dataset/bag_0023_rf_f7f54dcceaf372d0ebe5acf7b8aa9a20.jpg,SHURIKEN,0.2921875,0.3125,,,0.3578125,0.5484375,,
threat_items_dataset/bag_0170_rf_d7126636ea6e775a5eaac5852a7b5cd5.jpg,GUN,0.390625,0.390625,,,0.571875,0.83125,,
threat_items_dataset/bag_0744_rf_ba254416183702a031c859bb508fe33f.jpg,SHURIKEN,0.275,0.1375,,,0.4375,0.509375,,
threat_items_dataset/bag_0089_rf_50669e55dde6a0b409c2ebdd4938c15b.jpg,KNIFE,0.209375,0.075,,,0.546875,0.2265625,,
threat_items_dataset/bag_0163_rf_3b22ef6ba6d318a2acb66b1f7c9bfe01.jpg,KNIFE,0.4828125,0.0421875,,,0.7203125,0.1921875,,
threat_items_dataset/bag_1171_rf_fc3eafe0e5db0def96ea0f47477e49a4.jpg,BLADE,0.3796875,0.0015625,,,0.6203125,0.2484375,,
threat_items_dataset/bag_0489_rf_1e0e8d017b0c7112541b475bc6993094.jpg,GUN,0.2875,0.4421875,,,0.7421875,0.9765625,,
threat_items_dataset/bag_0170_rf_5f4d7703ce5547702161b1ed459e273d.jpg,KNIFE,0.4453125,0.0359375,,,0.6875,0.1828125,,
threat_items_dataset/bag_0091_rf_284656f7530f4a1c4e772ea049471184.jpg,KNIFE,0.2484375,0.8109375,,,0.540625,0.9640625,,
threat_items_dataset/bag_1094_rf_5ff6e49bf6db649435b7db182d0b5adf.jpg,SHURIKEN,0.428125,0.9015625,,,0.521875,1.0015625,,
threat_items_dataset/bag_1432_rf_78040137baca08ff6c783f034a260672.jpg,BLADE,0.1265625,0.321875,,,0.2765625,0.54375,,
threat_items_dataset/bag_0090_rf_68da9de3c6e710a01e7b45ebffd148fa.jpg,GUN,0.15,0.2171875,,,0.534375,0.66875,,
threat_items_dataset/bag_0164_rf_56303b95566f8b112236dc71f8f435f4.jpg,KNIFE,0.4984375,0.7921875,,,0.7125,0.9453125,,
threat_items_dataset/bag_0459_1__rf_91c52265ff8fac9d78268b46d058bd2e.jpg,GUN,0.35625,0.590625,,,0.75,0.953125,,
threat_items_dataset/bag_0087_rf_fc3981d4c95f576bd924081faa5c350f.jpg,GUN,0.2125,0.240625,,,0.5875,0.684375,,
threat_items_dataset/bag_0170_rf_5f4d7703ce5547702161b1ed459e273d.jpg,GUN,0.390625,0.171875,,,0.571875,0.6125,,
threat_items_dataset/bag_1175_rf_cb90b4079d00e8cfbcf8d89d6c24a768.jpg,BLADE,0.3734375,0.0015625,,,0.55625,0.29375,,
threat_items_dataset/bag_1259_rf_cab91f1de16577784b5d3499ff25e435.jpg,BLADE,0.2171875,0.0015625,,,0.8171875,0.684375,,
threat_items_dataset/bag_0231_rf_03ce7e6a99a50310de296d862c597ea5.jpg,GUN,0.44375,0.31875,,,0.8734375,0.8,,
threat_items_dataset/bag_1194_rf_8c5c494217d29374ad2ecbb996e433a9.jpg,BLADE,0.19375,0.0015625,,,0.7953125,0.6125,,
threat_items_dataset/bag_0091_rf_284656f7530f4a1c4e772ea049471184.jpg,GUN,0.1609375,0.3734375,,,0.53125,0.81875,,
threat_items_dataset/bag_0098_rf_e127e94f65300a800aaaff613c64e2e7.jpg,GUN,0.165625,0.240625,,,0.559375,0.6796875,,
threat_items_dataset/bag_0442_rf_772472c2b085b810b8007fdad575e419.jpg,SHURIKEN,0.3328125,0.3625,,,0.4421875,0.509375,,
threat_items_dataset/bag_1261_rf_2e669104beb268daa192d4a61c6cb3e7.jpg,BLADE,0.2015625,0.0015625,,,0.834375,0.5203125,,
threat_items_dataset/bag_0025_rf_cc037fb79469713decfc9990e1326df2.jpg,SHURIKEN,0.646875,0.3375,,,0.709375,0.5796875,,
threat_items_dataset/bag_1219_rf_6ab7a95506495657346117b61766baba.jpg,KNIFE,0.0421875,0.240625,,,0.20625,0.9875,,
threat_items_dataset/bag_0413_rf_49d3cea8bf592fdc4befb0e3c85d87e9.jpg,SHURIKEN,0.2921875,0.4546875,,,0.3578125,0.690625,,
threat_items_dataset/bag_1413_rf_5b87ea93f1f67a11c56c64854c4c46ad.jpg,BLADE,0.271875,0.2953125,,,0.4171875,0.5078125,,
threat_items_dataset/bag_0172_rf_da41c109fe879a352ceba3cc4f00b5a6.jpg,GUN,0.3734375,0.428125,,,0.6109375,0.85625,,
threat_items_dataset/bag_0932_rf_0daa97c9fdca4ac3205401ad72a01e74.jpg,BLADE,0.2875,0.2375,,,0.4015625,0.43125,,
threat_items_dataset/bag_0099_rf_fc7b2dd2efc2585ab87046e1afa8b3c6.jpg,GUN,0.1328125,0.2234375,,,0.51875,0.6734375,,
threat_items_dataset/bag_0175_rf_699956ccf5fb1f631d06bf6198c5e019.jpg,GUN,0.4609375,0.13125,,,0.76875,0.55,,
threat_items_dataset/bag_0024_rf_d5340e411fedaf515ec09ea042842a59.jpg,SHURIKEN,0.6453125,0.3265625,,,0.7109375,0.5640625,,
threat_items_dataset/bag_0168_rf_b34628195d3416ec105e9ae5ee1bbf16.jpg,GUN,0.715625,0.4015625,,,0.965625,0.815625,,
threat_items_dataset/bag_0174_rf_347bfc9541dc3a79a6b3ac5557ce1165.jpg,GUN,0.403125,0.4515625,,,0.684375,0.8640625,,
threat_items_dataset/bag_0036_rf_f914ea86cd4c714e90efbc33f09c9fd5.jpg,BLADE,0.284375,0.4015625,,,0.56875,0.51875,,
threat_items_dataset/bag_1419_rf_e4f06be4ded795a648e86c70c703f66f.jpg,BLADE,0.5546875,0.525,,,0.7,0.7421875,,
threat_items_dataset/bag_1426_rf_566d28205d1bc0cac73851e7b43be7fe.jpg,BLADE,0.44375,0.6625,,,0.540625,0.8015625,,
threat_items_dataset/bag_0163_rf_5fccea6653b51e2e5883c16cfc643754.jpg,GUN,0.196875,0.359375,,,0.5546875,0.8203125,,
threat_items_dataset/bag_0163_rf_3b22ef6ba6d318a2acb66b1f7c9bfe01.jpg,GUN,0.45,0.1828125,,,0.8078125,0.64375,,
threat_items_dataset/bag_0415_rf_8479061e48886527d0e48129b36999b4.jpg,SHURIKEN,0.2953125,0.4234375,,,0.3578125,0.665625,,
threat_items_dataset/bag_1348_rf_3d3fce452e40ed52a79d50c0d4d799ca.jpg,BLADE,0.3875,0.0015625,,,0.559375,0.1640625,,
threat_items_dataset/bag_0492_rf_99a0e1769b2ea665a47375018a3d2843.jpg,GUN,0.2859375,0.4421875,,,0.740625,0.9765625,,
threat_items_dataset/bag_0174_rf_09798994a07fc3b73cc0244bbf5d5c43.jpg,KNIFE,0.290625,0.0171875,,,0.596875,0.1984375,,
threat_items_dataset/bag_0403_rf_0dd30faa0b4e13749911b46dce9f731b.jpg,SHURIKEN,0.65,0.3140625,,,0.715625,0.55,,
threat_items_dataset/bag_0175_rf_f92a70bb5dcccd84fd53524778e54608.jpg,KNIFE,0.3328125,0.0203125,,,0.6265625,0.228125,,
threat_items_dataset/bag_1043_rf_eb73d80ec5d6b52130321f6aa8f5c0cc.jpg,KNIFE,0.6234375,0.0890625,,,0.740625,0.6078125,,
threat_items_dataset/bag_1416_rf_599c8435337c17ccd0dd80a175f93264.jpg,BLADE,0.290625,0.4421875,,,0.4,0.6625,,
threat_items_dataset/bag_0174_rf_f9c496b21a2eef66f0741e59f14115a0.jpg,KNIFE,0.40625,0.8046875,,,0.7125,0.9859375,,
threat_items_dataset/bag_1084_rf_7b737823a89afabad35d39f33a5088dc.jpg,BLADE,0.3453125,0.0015625,,,0.703125,0.33125,,
threat_items_dataset/bag_0087_rf_ab13cf5a2d776af4ba02453c65958a94.jpg,KNIFE,0.3625,0.096875,,,0.703125,0.25625,,
threat_items_dataset/bag_0489_rf_b1d7ecfbcb10ebdf28a6f30e7ebf12a0.jpg,SHURIKEN,0.3328125,0.58125,,,0.603125,0.9203125,,
threat_items_dataset/bag_0950_rf_c8954fa614d23bd8cfb1a07fec9e4a1e.jpg,BLADE,0.1625,0.4515625,,,0.2671875,0.5765625,,
threat_items_dataset/bag_1060_rf_0f78199b78c23447b83eaf958fa95e6d.jpg,BLADE,0.18125,0.0015625,,,0.89375,0.553125,,
threat_items_dataset/bag_0414_rf_f72d10e816b224eb08b9acf60efa2dc0.jpg,SHURIKEN,0.2921875,0.440625,,,0.3578125,0.678125,,
threat_items_dataset/bag_0413_rf_326c4120be5bcfaf46aacbc7ac3d7834.jpg,SHURIKEN,0.2921875,0.3125,,,0.3578125,0.5484375,,
threat_items_dataset/bag_0415_rf_eade551f43edeb4adba632ba17a885d0.jpg,SHURIKEN,0.2953125,0.3375,,,0.3578125,0.5796875,,
threat_items_dataset/bag_0950_rf_23868e11d956b083d1bbfb7f8b0a35fa.jpg,BLADE,0.7359375,0.4515625,,,0.840625,0.5765625,,
threat_items_dataset/bag_0492_rf_99a0e1769b2ea665a47375018a3d2843.jpg,SHURIKEN,0.34375,0.0828125,,,0.6109375,0.4234375,,
threat_items_dataset/bag_0170_rf_a2a1286a03d2c0cab8cf9fe40c9bf3ff.jpg,GUN,0.4328125,0.390625,,,0.6140625,0.83125,,
threat_items_dataset/bag_0090_rf_68da9de3c6e710a01e7b45ebffd148fa.jpg,KNIFE,0.2421875,0.0734375,,,0.5515625,0.2296875,,
threat_items_dataset/bag_0433_rf_41544c78b4ec7ee4d75e3906c4ad31c8.jpg,BLADE,0.3328125,0.4484375,,,0.4546875,0.7,,
threat_items_dataset/bag_0555_rf_9cfb005f1b9a6bc2dd82233c4012b1d0.jpg,KNIFE,0.2765625,0.0875,,,0.4046875,0.621875,,
threat_items_dataset/bag_0552_rf_8c6e21915678ed4ec4bd06c29356f412.jpg,GUN,0.30625,0.4421875,,,0.6546875,0.9765625,,
threat_items_dataset/bag_0410_rf_ad205a90d373b58c0c389d24d016fd3e.jpg,SHURIKEN,0.6546875,0.4140625,,,0.7046875,0.60625,,
threat_items_dataset/bag_0415_rf_583f18e0a733fc36585cf82217fdc8d5.jpg,SHURIKEN,0.646875,0.4234375,,,0.709375,0.665625,,
threat_items_dataset/bag_0555_rf_9cfb005f1b9a6bc2dd82233c4012b1d0.jpg,GUN,0.359375,0.453125,,,0.6921875,0.9484375,,
threat_items_dataset/bag_0090_rf_cd345911fd2d68c6b0b2a78e63fa6047.jpg,GUN,0.15,0.334375,,,0.534375,0.7859375,,
threat_items_dataset/bag_0091_rf_8afac5dc13bb2f577b6a1eec2c239963.jpg,KNIFE,0.4625,0.8109375,,,0.7546875,0.9640625,,
threat_items_dataset/bag_0088_rf_59930dbbe8cf6ba97bc3c4c87bc73f11.jpg,KNIFE,0.240625,0.0921875,,,0.5859375,0.240625,,
threat_items_dataset/bag_0403_rf_e7d8b41fd707e4a2c37c14b093f8cc45.jpg,SHURIKEN,0.65,0.453125,,,0.715625,0.6890625,,
threat_items_dataset/bag_0987_rf_7af4c896555c59cebd5930c670c2936e.jpg,BLADE,0.4890625,0.5875,,,0.5984375,0.7296875,,
threat_items_dataset/bag_0097_rf_76fd760b1d60db6bc577dab59c632234.jpg,KNIFE,0.3015625,0.7484375,,,0.6390625,0.90625,,
threat_items_dataset/bag_0173_rf_8d61793a1f07427f369a3e854cf43eab.jpg,GUN,0.3515625,0.4703125,,,0.6296875,0.8984375,,
threat_items_dataset/bag_0410_rf_6bf5f8bf5a6099375da6712842fc672d.jpg,SHURIKEN,0.6546875,0.396875,,,0.7046875,0.5890625,,
threat_items_dataset/bag_1070_rf_a0773f69d04bcc7ccf99426aff8407af.jpg,BLADE,0.28125,0.0015625,,,0.7015625,0.2484375,,
threat_items_dataset/bag_0403_rf_0472a5c7d9f63463f0fed9ac458a2511.jpg,SHURIKEN,0.2875,0.453125,,,0.353125,0.6890625,,
threat_items_dataset/bag_0415_rf_8128fa55de43763ace27d1c8d68104d1.jpg,SHURIKEN,0.2953125,0.3375,,,0.3578125,0.5796875,,
threat_items_dataset/bag_0098_rf_e127e94f65300a800aaaff613c64e2e7.jpg,KNIFE,0.24375,0.09375,,,0.5828125,0.240625,,
threat_items_dataset/bag_1220_rf_1f515eaa3b01485249e3143afa34bdcc.jpg,KNIFE,0.0671875,0.240625,,,0.2796875,0.9875,,
threat_items_dataset/bag_0035_rf_dbb2651d3c3160c6211c72ddbd09c827.jpg,GUN,0.3171875,0.3953125,,,0.6,0.540625,,
threat_items_dataset/bag_0950_rf_5dcc80ea8e2874ca1da341e4c9705356.jpg,KNIFE,0.3484375,0.5625,,,0.840625,0.6953125,,
threat_items_dataset/bag_1094_rf_f96347e16348f0eba1cd6a36635b2e0d.jpg,SHURIKEN,0.48125,0.0015625,,,0.575,0.1015625,,
threat_items_dataset/bag_0088_rf_59930dbbe8cf6ba97bc3c4c87bc73f11.jpg,GUN,0.1609375,0.2390625,,,0.5609375,0.6796875,,
threat_items_dataset/bag_0950_rf_23868e11d956b083d1bbfb7f8b0a35fa.jpg,KNIFE,0.1625,0.3078125,,,0.6546875,0.440625,,
threat_items_dataset/bag_0553_rf_368c86f0df371d4a7e5ffe17410118c3.jpg,KNIFE,0.6171875,0.0625,,,0.7453125,0.6203125,,
threat_items_dataset/bag_0162_rf_a61a0fee335a53b97aa8c3349b117e76.jpg,KNIFE,0.4484375,0.809375,,,0.7375,0.95625,,
threat_items_dataset/bag_1220_rf_319097b297a1ec55718ffdbdcb369ec2.jpg,GUN,0.6171875,0.9015625,,,0.8875,1.0015625,,
threat_items_dataset/bag_0023_rf_33c1798cb2f8b589be44bf77e078658d.jpg,SHURIKEN,0.6453125,0.4546875,,,0.7109375,0.690625,,
threat_items_dataset/bag_0782_rf_699dadeddc5a970e06bea8658dc9cfa0.jpg,SHURIKEN,0.5640625,0.4953125,,,0.7171875,0.86875,,
threat_items_dataset/bag_0985_rf_14ce866ea2c2b159f71971bba881d2ee.jpg,BLADE,0.49375,0.4703125,,,0.61875,0.6875,,
threat_items_dataset/bag_0170_rf_d7126636ea6e775a5eaac5852a7b5cd5.jpg,KNIFE,0.4453125,0.8203125,,,0.6875,0.9671875,,
threat_items_dataset/bag_1428_rf_99252e525ddc9a77c1772204d2a6d85f.jpg,BLADE,0.5140625,0.715625,,,0.68125,0.89375,,
threat_items_dataset/bag_0782_rf_89f5f1491d6100e0bfc188ab94f5b73d.jpg,SHURIKEN,0.5640625,0.134375,,,0.7171875,0.5078125,,
threat_items_dataset/bag_0642_rf_9ca1737d423e8e83b140d8970ce7e01b.jpg,KNIFE,0.2828125,0.1625,,,0.4125,0.6953125,,
threat_items_dataset/bag_0950_rf_c8954fa614d23bd8cfb1a07fec9e4a1e.jpg,KNIFE,0.3484375,0.3078125,,,0.840625,0.440625,,
